,Comptage,annee,mois,joursem,weekend,vacances,feries,Pluie,Vent,Temperature,Neige
2024-05-03,187423.0,2024,5,4,0,0,0,0.0,3.579166666666667,12.645833333333334,0.0
2024-05-04,122320.0,2024,5,5,1,0,0,0.6000000000000001,2.0708333333333333,10.966666666666667,0.0
2024-05-05,92570.0,2024,5,6,1,0,0,2.0,2.0416666666666665,13.670833333333334,0.0
2024-05-06,177270.0,2024,5,0,0,0,0,3.2,2.725,14.1625,0.0
2024-05-07,198593.0,2024,5,1,0,0,0,0.2,3.2416666666666667,15.025,0.0
2024-05-08,104900.0,2024,5,2,0,0,1,0.0,3.283333333333333,12.295833333333334,0.0
2024-05-09,119110.0,2024,5,3,0,0,1,0.0,2.6166666666666667,15.012500000000001,0.0
2024-05-10,142341.0,2024,5,4,0,0,0,0.0,2.904166666666667,19.150000000000002,0.0
2024-05-11,145241.0,2024,5,5,1,0,0,0.0,2.308333333333333,20.8,0.0
2024-05-12,100151.0,2024,5,6,1,0,0,2.2,1.8416666666666668,19.6375,0.0
2024-05-13,202256.0,2024,5,0,0,0,0,0.2,3.095833333333333,18.608333333333334,0.0
2024-05-14,138630.0,2024,5,1,0,0,0,12.5,2.5833333333333335,15.208333333333334,0.0
2024-05-15,220540.0,2024,5,2,0,0,0,0.8,2.2875,16.216666666666665,0.0
2024-05-16,232073.0,2024,5,3,0,0,0,1.2,2.6999999999999997,15.941666666666668,0.0
2024-05-17,203365.0,2024,5,4,0,0,0,0.0,1.7750000000000001,15.833333333333334,0.0
2024-05-18,153761.0,2024,5,5,1,0,0,1.0,2.1875,16.408333333333335,0.0
2024-05-19,121636.0,2024,5,6,1,0,0,2.6,1.7833333333333332,16.849999999999998,0.0
2024-05-20,131158.0,2024,5,0,0,0,1,11.0,2.404166666666667,16.724999999999998,0.0
2024-05-21,213521.0,2024,5,1,0,0,0,5.0,2.341666666666667,16.175,0.0
2024-05-22,215952.0,2024,5,2,0,0,0,0.8,2.966666666666667,16.179166666666667,0.0
2024-05-23,227324.0,2024,5,3,0,0,0,0.2,2.0416666666666665,16.041666666666668,0.0
2024-05-24,216785.0,2024,5,4,0,0,0,0.0,2.766666666666667,16.154166666666665,0.0
2024-05-25,195466.0,2024,5,5,1,0,0,0.0,2.3000000000000003,17.616666666666667,0.0
2024-05-26,147343.0,2024,5,6,1,0,0,0.0,3.2458333333333336,18.504166666666666,0.0
2024-05-27,204588.0,2024,5,0,0,0,0,1.0,2.2375000000000003,15.154166666666667,0.0
2024-05-28,200150.0,2024,5,1,0,0,0,2.6,2.9375,14.137500000000001,0.0
2024-05-29,138590.0,2024,5,2,0,0,0,18.6,3.1041666666666665,15.479166666666666,0.0
2024-05-30,186362.0,2024,5,3,0,0,0,8.3,3.1208333333333336,14.204166666666666,0.0
2024-05-31,168903.0,2024,5,4,0,0,0,4.8,3.6999999999999997,13.841666666666667,0.0
2024-06-01,104832.0,2024,6,5,1,0,0,3.8000000000000003,4.504166666666666,13.279166666666667,0.0
2024-06-02,122820.0,2024,6,6,1,0,0,0.0,4.6125,14.4625,0.0
2024-06-03,216520.0,2024,6,0,0,0,0,0.0,2.495833333333333,16.541666666666668,0.0
2024-06-04,245401.0,2024,6,1,0,0,0,0.0,2.558333333333333,19.495833333333334,0.0
2024-06-05,239686.0,2024,6,2,0,0,0,0.0,3.1166666666666667,17.716666666666665,0.0
2024-06-06,248270.0,2024,6,3,0,0,0,0.0,2.466666666666667,16.366666666666667,0.0
2024-06-07,231305.0,2024,6,4,0,0,0,0.0,2.0,17.054166666666667,0.0
2024-06-08,184659.0,2024,6,5,1,0,0,0.0,2.8625000000000003,17.129166666666666,0.0
2024-06-09,160309.0,2024,6,6,1,0,0,0.0,3.295833333333333,16.708333333333332,0.0
2024-06-10,193791.0,2024,6,0,0,0,0,1.0,3.5999999999999996,14.533333333333333,0.0
2024-06-11,223901.0,2024,6,1,0,0,0,0.0,2.2041666666666666,13.862499999999999,0.0
2024-06-12,225296.0,2024,6,2,0,0,0,0.0,1.7708333333333333,14.391666666666666,0.0
2024-06-13,235201.0,2024,6,3,0,0,0,0.0,2.904166666666667,16.841666666666665,0.0
2024-06-14,183912.0,2024,6,4,0,0,0,2.0,4.1375,16.883333333333333,0.0
2024-06-15,133128.0,2024,6,5,1,0,0,0.2,4.9125,14.987499999999999,0.0
2024-06-16,85846.0,2024,6,6,1,0,0,6.0,3.4958333333333336,15.608333333333334,0.0
2024-06-17,206765.0,2024,6,0,0,0,0,0.2,2.3000000000000003,19.033333333333335,0.0
2024-06-18,170783.0,2024,6,1,0,0,0,15.3,2.558333333333333,19.608333333333334,0.0
2024-06-19,222977.0,2024,6,2,0,0,0,0.0,3.8791666666666664,18.625,0.0
2024-06-20,230236.0,2024,6,3,0,0,0,0.2,2.504166666666667,19.345833333333335,0.0
2024-06-21,190226.0,2024,6,4,0,0,0,3.8,2.2125,19.554166666666667,0.0
2024-06-22,154622.0,2024,6,5,1,0,0,2.2,3.25,17.537499999999998,0.0
2024-06-23,163650.0,2024,6,6,1,0,0,0.0,1.6583333333333332,19.287499999999998,0.0
2024-06-24,232039.0,2024,6,0,0,0,0,0.0,2.5208333333333335,22.754166666666666,0.0
2024-06-25,255400.0,2024,6,1,0,0,0,0.0,2.704166666666667,24.833333333333332,0.0
2024-06-26,247665.0,2024,6,2,0,0,0,0.0,2.2041666666666666,25.6125,0.0
2024-06-27,246213.0,2024,6,3,0,0,0,0.0,2.9375,24.900000000000002,0.0
2024-06-28,217015.0,2024,6,4,0,0,0,0.0,2.5541666666666667,19.516666666666666,0.0
2024-06-29,142857.0,2024,6,5,1,0,0,0.0,3.9375,19.275000000000002,0.0
2024-06-30,142581.0,2024,6,6,1,0,0,0.6000000000000001,2.9625,19.745833333333334,0.0
2024-07-01,205527.0,2024,7,0,0,0,0,0.0,3.2347826086956526,18.108695652173914,0.0
