,Comptage,annee,mois,joursem,weekend,vacances,feries,Pluie,Vent,Temperature,Neige
2021-01-01,32924.0,2021,1,4,0,1,1,0.0,2.143478260869565,2.273913043478261,0.0
2021-01-02,55207.0,2021,1,5,1,1,0,0.0,1.5166666666666666,2.2083333333333335,0.0
2021-01-03,46799.0,2021,1,6,1,1,0,0.0,2.4833333333333334,3.408333333333333,0.0
2021-01-04,89491.0,2021,1,0,0,0,0,0.2,3.545833333333333,3.0875,0.0
2021-01-05,101072.0,2021,1,1,0,0,0,0.0,3.545833333333333,3.0583333333333336,0.0
2021-01-06,102484.0,2021,1,2,0,0,0,0.0,2.9125,3.5708333333333333,0.0
2021-01-07,107335.0,2021,1,3,0,0,0,0.2,2.375,3.2916666666666665,0.0
2021-01-08,108664.0,2021,1,4,0,0,0,0.0,1.6791666666666665,2.8874999999999997,0.0
2021-01-09,97372.0,2021,1,5,1,0,0,0.0,3.4125,1.4166666666666667,0.0
2021-01-10,79721.0,2021,1,6,1,0,0,0.0,2.6999999999999997,1.4708333333333332,0.0
2021-01-11,109053.0,2021,1,0,0,0,0,0.0,2.670833333333333,3.2375000000000003,0.0
2021-01-12,90240.0,2021,1,1,0,0,0,5.8,3.9125,7.170833333333333,0.0
2021-01-13,97997.0,2021,1,2,0,0,0,2.1999999999999997,3.1333333333333333,8.229166666666666,0.0
2021-01-14,105280.0,2021,1,3,0,0,0,2.2,4.683333333333334,9.237499999999999,0.0
2021-01-15,110292.0,2021,1,4,0,0,0,0.0,4.920833333333333,2.2041666666666666,0.0
2021-01-16,36292.0,2021,1,5,1,0,0,9.799999999999999,2.6833333333333336,0.8875000000000001,23.0
2021-01-17,62536.0,2021,1,6,1,0,0,2.4,2.8125,5.945833333333333,2.0
2021-01-18,110533.0,2021,1,0,0,0,0,0.0,2.6416666666666666,5.0375000000000005,0.0
2021-01-19,98464.0,2021,1,1,0,0,0,2.8000000000000003,4.1875,5.866666666666667,0.0
2021-01-20,120586.0,2021,1,2,0,0,0,0.0,5.079166666666667,9.658333333333333,0.0
2021-01-21,102031.0,2021,1,3,0,0,0,14.4,6.354166666666667,8.816666666666666,0.0
2021-01-22,106106.0,2021,1,4,0,0,0,6.0,2.5416666666666665,6.05,0.0
2021-01-23,60329.0,2021,1,5,1,0,0,4.6000000000000005,3.7916666666666665,3.8625000000000003,0.0
2021-01-24,49365.0,2021,1,6,1,0,0,2.4000000000000004,2.85,1.5250000000000001,0.0
2021-01-25,108075.0,2021,1,0,0,0,0,0.0,3.983333333333333,3.3083333333333336,0.0
2021-01-26,117628.0,2021,1,1,0,0,0,0.0,3.0083333333333333,2.8708333333333336,0.0
2021-01-27,104249.0,2021,1,2,0,0,0,7.6000000000000005,2.5833333333333335,5.425,0.0
2021-01-28,100939.0,2021,1,3,0,0,0,7.2,4.029166666666667,11.820833333333333,0.0
2021-01-29,100300.0,2021,1,4,0,0,0,1.7999999999999998,5.1625000000000005,10.583333333333334,0.0
2021-01-30,78919.0,2021,1,5,1,0,0,13.1,3.1833333333333336,10.183333333333334,0.0
2021-01-31,60989.0,2021,1,6,1,0,0,7.6000000000000005,2.0541666666666667,8.483333333333333,0.0
2021-02-01,105908.0,2021,2,0,0,0,0,0.6000000000000001,3.2458333333333336,8.983333333333333,0.0
2021-02-02,120404.0,2021,2,1,0,0,0,3.6,4.120833333333334,11.691666666666668,0.0
2021-02-03,99114.0,2021,2,2,0,0,0,8.3,4.758333333333334,10.720833333333333,0.0
2021-02-04,125029.0,2021,2,3,0,0,0,0.0,2.3125,8.470833333333333,0.0
2021-02-05,120112.0,2021,2,4,0,0,0,0.2,2.1416666666666666,9.491666666666667,0.0
2021-02-06,52576.0,2021,2,5,1,0,0,22.2,2.8041666666666667,8.304166666666667,0.0
2021-02-07,40759.0,2021,2,6,1,0,0,2.2,3.3833333333333333,3.1125000000000003,0.0
2021-02-08,94532.0,2021,2,0,0,0,0,0.0,2.6083333333333334,-0.43333333333333335,0.0
2021-02-09,90234.0,2021,2,1,0,0,0,0.2,3.420833333333333,-1.8333333333333333,0.0
2021-02-10,45132.0,2021,2,2,0,0,0,1.8,4.9624999999999995,-2.841666666666667,35.0
2021-02-11,65116.0,2021,2,3,0,0,0,0.0,4.320833333333334,-2.0375,24.0
2021-02-12,70751.0,2021,2,4,0,0,0,0.0,4.908333333333333,-1.3958333333333333,24.0
2021-02-13,61308.0,2021,2,5,1,1,0,0.0,3.9375,-2.279166666666667,20.0
2021-02-14,50323.0,2021,2,6,1,1,0,0.0,4.216666666666667,-0.9874999999999999,0.0
2021-02-15,81509.0,2021,2,0,0,1,0,0.6000000000000001,3.420833333333333,5.916666666666667,0.0
2021-02-16,99044.0,2021,2,1,0,1,0,1.2,3.75,8.833333333333334,0.0
2021-02-17,103994.0,2021,2,2,0,1,0,0.0,3.7083333333333335,9.775,0.0
2021-02-18,78998.0,2021,2,3,0,1,0,7.6,3.2916666666666665,8.316666666666666,0.0
2021-02-19,94130.0,2021,2,4,0,1,0,0.0,3.154166666666667,9.245833333333334,0.0
2021-02-20,108062.0,2021,2,5,1,1,0,0.0,4.05,12.933333333333332,0.0
2021-02-21,106951.0,2021,2,6,1,1,0,0.0,3.4166666666666665,13.225,0.0
2021-02-22,95479.0,2021,2,0,0,1,0,0.0,1.95,12.841666666666667,0.0
2021-02-23,116411.0,2021,2,1,0,1,0,0.0,3.0875,14.120833333333332,0.0
2021-02-24,129756.0,2021,2,2,0,1,0,0.2,2.908333333333333,13.920833333333334,0.0
2021-02-25,123658.0,2021,2,3,0,1,0,0.0,2.783333333333333,12.933333333333332,0.0
2021-02-26,101025.0,2021,2,4,0,1,0,1.6,4.0625,9.520833333333334,0.0
2021-02-27,110452.0,2021,2,5,1,1,0,0.0,3.9749999999999996,7.108333333333333,0.0
2021-02-28,101635.0,2021,2,6,1,1,0,0.0,3.858333333333333,7.191666666666666,0.0
2021-03-01,127906.0,2021,3,0,0,0,0,0.0,2.3416666666666663,8.495833333333334,0.0
2021-03-02,146935.0,2021,3,1,0,0,0,0.0,1.5708333333333335,10.566666666666666,0.0
2021-03-03,142638.0,2021,3,2,0,0,0,0.2,1.9541666666666666,12.85,0.0
2021-03-04,129310.0,2021,3,3,0,0,0,1.0,3.0749999999999997,9.945833333333333,0.0
2021-03-05,116704.0,2021,3,4,0,0,0,0.0,4.720833333333333,5.245833333333334,0.0
2021-03-06,114316.0,2021,3,5,1,0,0,0.0,4.1375,4.8625,0.0
2021-03-07,102681.0,2021,3,6,1,0,0,0.0,3.033333333333333,4.633333333333334,0.0
2021-03-08,123088.0,2021,3,0,0,0,0,0.0,3.204166666666667,4.3374999999999995,0.0
2021-03-09,136705.0,2021,3,1,0,0,0,0.0,2.3416666666666663,7.375,0.0
2021-03-10,121476.0,2021,3,2,0,0,0,1.0,4.333333333333333,7.1875,0.0
2021-03-11,102277.0,2021,3,3,0,0,0,4.2,6.3625,10.65,0.0
2021-03-12,103649.0,2021,3,4,0,0,0,3.8,4.45,7.933333333333334,0.0
2021-03-13,64858.0,2021,3,5,1,0,0,9.4,5.7625,8.091666666666667,0.0
2021-03-14,78785.0,2021,3,6,1,0,0,0.2,4.3625,7.629166666666666,0.0
2021-03-15,95145.0,2021,3,0,0,0,0,5.0,5.104166666666667,8.862499999999999,0.0
2021-03-16,104731.0,2021,3,1,0,0,0,2.2,3.0500000000000003,7.970833333333334,0.0
2021-03-17,108213.0,2021,3,2,0,0,0,3.2,6.029166666666666,7.495833333333334,0.0
2021-03-18,108795.0,2021,3,3,0,0,0,2.0,4.0,6.495833333333334,0.0
2021-03-19,120986.0,2021,3,4,0,0,0,1.0,5.479166666666667,6.25,0.0
2021-03-20,97794.0,2021,3,5,1,0,0,0.0,3.8333333333333335,6.0375000000000005,0.0
2021-03-21,81016.0,2021,3,6,1,0,0,0.0,4.079166666666667,7.675,0.0
2021-03-22,105626.0,2021,3,0,0,0,0,0.0,3.4250000000000003,6.566666666666666,0.0
2021-03-23,130227.0,2021,3,1,0,0,0,0.0,1.5708333333333335,8.429166666666667,0.0
2021-03-24,140858.0,2021,3,2,0,0,0,0.0,2.525,11.366666666666667,0.0
2021-03-25,112603.0,2021,3,3,0,0,0,2.1999999999999997,2.1666666666666665,10.308333333333334,0.0
2021-03-26,116297.0,2021,3,4,0,0,0,2.0,3.9416666666666664,9.433333333333334,0.0
2021-03-27,114477.0,2021,3,5,1,0,0,0.0,3.9875000000000003,8.741666666666667,0.0
2021-03-28,127627.0,2021,3,6,1,0,0,0.0,2.9958333333333336,11.508333333333333,0.0
2021-03-29,135628.0,2021,3,0,0,0,0,0.0,1.9333333333333333,14.7125,0.0
2021-03-30,156821.0,2021,3,1,0,0,0,0.0,1.7416666666666665,17.14166666666667,0.0
2021-03-31,158827.0,2021,3,2,0,0,0,0.0,1.4458333333333335,17.970833333333335,0.0
2021-04-01,156057.0,2021,4,3,0,0,0,0.0,2.658333333333333,18.150000000000002,0.0
2021-04-02,132985.0,2021,4,4,0,0,0,0.0,6.0249999999999995,9.991666666666667,0.0
2021-04-03,96143.0,2021,4,5,1,0,0,0.0,5.666666666666667,8.391666666666667,0.0
2021-04-04,104178.0,2021,4,6,1,0,0,0.0,3.1166666666666667,8.275,0.0
2021-04-05,51172.0,2021,4,0,0,0,1,0.4,3.654166666666667,5.3374999999999995,0.0
2021-04-06,92931.0,2021,4,1,0,0,0,0.6000000000000001,3.5083333333333333,3.7916666666666665,0.0
2021-04-07,108704.0,2021,4,2,0,0,0,0.0,2.954166666666667,5.179166666666666,0.0
2021-04-08,114070.0,2021,4,3,0,0,0,0.0,1.6500000000000001,8.483333333333333,0.0
2021-04-09,108338.0,2021,4,4,0,0,0,5.6,2.5208333333333335,10.2125,0.0
2021-04-10,58109.0,2021,4,5,1,0,0,21.0,3.1999999999999997,10.520833333333334,0.0
2021-04-11,61724.0,2021,4,6,1,0,0,2.2,4.458333333333333,6.354166666666667,0.0
2021-04-12,107052.0,2021,4,0,0,0,0,0.4,2.8041666666666667,6.770833333333333,0.0
2021-04-13,120669.0,2021,4,1,0,0,0,0.0,3.3166666666666664,7.020833333333333,0.0
2021-04-14,119254.0,2021,4,2,0,0,0,0.0,3.8708333333333336,7.641666666666667,0.0
2021-04-15,118551.0,2021,4,3,0,0,0,0.0,3.795833333333333,6.925,0.0
2021-04-16,108372.0,2021,4,4,0,0,0,0.0,4.095833333333333,7.5,0.0
2021-04-17,119379.0,2021,4,5,1,1,0,0.0,4.3999999999999995,9.495833333333334,0.0
2021-04-18,110063.0,2021,4,6,1,1,0,0.0,2.8375,9.416666666666666,0.0
2021-04-19,116440.0,2021,4,0,0,1,0,0.0,2.033333333333333,11.762500000000001,0.0
2021-04-20,129617.0,2021,4,1,0,1,0,0.0,1.7956521739130433,13.6625,0.0
2021-04-21,128876.0,2021,4,2,0,1,0,0.2,3.0375,13.866666666666667,0.0
2021-04-22,133176.0,2021,4,3,0,1,0,0.0,4.120833333333334,12.299999999999999,0.0
2021-04-23,132008.0,2021,4,4,0,1,0,0.0,3.420833333333333,13.816666666666668,0.0
2021-04-24,142849.0,2021,4,5,1,1,0,0.0,3.5124999999999997,14.116666666666667,0.0
2021-04-25,131256.0,2021,4,6,1,1,0,0.0,5.1499999999999995,12.458333333333334,0.0
2021-04-26,127733.0,2021,4,0,0,1,0,0.0,4.570833333333334,12.666666666666666,0.0
2021-04-27,148976.0,2021,4,1,0,1,0,0.0,2.6791666666666667,13.450000000000001,0.0
2021-04-28,135349.0,2021,4,2,0,1,0,0.8,2.4125,13.9,0.0
2021-04-29,135290.0,2021,4,3,0,1,0,0.0,3.0500000000000003,10.525,0.0
2021-04-30,129052.0,2021,4,4,0,1,0,0.0,2.6,10.854166666666666,0.0
2021-05-01,74754.0,2021,5,5,1,1,1,0.6000000000000001,2.3833333333333333,9.700000000000001,0.0
2021-05-02,97896.0,2021,5,6,1,1,0,0.4,1.9208333333333334,9.279166666666667,0.0
2021-05-03,137084.0,2021,5,0,0,0,0,0.0,3.5666666666666664,12.15,0.0
2021-05-04,123411.0,2021,5,1,0,0,0,0.2,4.966666666666667,12.004166666666668,0.0
2021-05-05,132337.0,2021,5,2,0,0,0,0.4,3.6833333333333336,9.045833333333333,0.0
2021-05-06,90101.0,2021,5,3,0,0,0,8.1,2.2916666666666665,8.654166666666667,0.0
2021-05-07,141084.0,2021,5,4,0,0,0,0.0,2.2583333333333333,10.741666666666667,0.0
2021-05-08,117004.0,2021,5,5,1,0,1,0.0,3.625,15.516666666666666,0.0
2021-05-09,105344.0,2021,5,6,1,0,0,1.2,3.7375000000000003,19.354166666666668,0.0
2021-05-10,125853.0,2021,5,0,0,0,0,4.4,3.829166666666667,15.270833333333334,0.0
2021-05-11,131646.0,2021,5,1,0,0,0,0.6000000000000001,2.670833333333333,13.0625,0.0
2021-05-12,131063.0,2021,5,2,0,0,0,0.0,2.8166666666666664,12.466666666666667,0.0
2021-05-13,81149.0,2021,5,3,0,1,1,5.2,3.0083333333333333,12.4375,0.0
2021-05-14,63509.0,2021,5,4,0,1,0,5.7,2.65,11.2875,0.0
2021-05-15,55647.0,2021,5,5,1,1,0,8.0,3.654166666666667,12.058333333333332,0.0
2021-05-16,60041.0,2021,5,6,1,1,0,3.6,3.641666666666667,12.225,0.0
2021-05-17,104890.0,2021,5,0,0,1,0,1.8,3.783333333333333,12.924999999999999,0.0
2021-05-18,131323.0,2021,5,1,0,0,0,1.0,2.8375000000000004,12.737499999999999,0.0
2021-05-19,141596.0,2021,5,2,0,0,0,4.0,3.1833333333333336,12.362499999999999,0.0
2021-05-20,165572.0,2021,5,3,0,0,0,0.0,3.783333333333333,13.475,0.0
2021-05-21,141525.0,2021,5,4,0,0,0,0.4,4.9125000000000005,13.783333333333333,0.0
2021-05-22,86526.0,2021,5,5,1,0,0,2.5999999999999996,4.770833333333333,12.245833333333332,0.0
2021-05-23,107222.0,2021,5,6,1,0,0,0.0,3.9,13.325000000000001,0.0
2021-05-24,69855.0,2021,5,0,0,0,1,5.800000000000001,4.7124999999999995,11.445833333333333,0.0
2021-05-25,138439.0,2021,5,1,0,0,0,4.6,4.075,11.75,0.0
2021-05-26,142138.0,2021,5,2,0,0,0,5.7,3.4875000000000003,12.541666666666666,0.0
2021-05-27,183573.0,2021,5,3,0,0,0,0.0,1.5625,15.441666666666668,0.0
2021-05-28,175510.0,2021,5,4,0,0,0,0.0,2.775,17.508333333333333,0.0
2021-05-29,158930.0,2021,5,5,1,0,0,0.0,2.8874999999999997,18.445833333333333,0.0
2021-05-30,149252.0,2021,5,6,1,0,0,0.0,3.266666666666667,18.729166666666668,0.0
2021-05-31,179167.0,2021,5,0,0,0,0,0.0,3.0666666666666664,20.0125,0.0
2021-06-01,209070.0,2021,6,1,0,0,0,0.0,2.6166666666666667,22.1125,0.0
2021-06-02,179112.0,2021,6,2,0,0,0,0.0,3.0541666666666667,21.991666666666664,0.0
2021-06-03,181270.0,2021,6,3,0,0,0,0.6,2.0625,21.9875,0.0
2021-06-04,120078.0,2021,6,4,0,0,0,32.7,2.75,18.054166666666667,0.0
2021-06-05,137280.0,2021,6,5,1,0,0,0.0,3.2916666666666665,16.3,0.0
2021-06-06,150864.0,2021,6,6,1,0,0,0.0,2.8375,18.25,0.0
2021-06-07,180512.0,2021,6,0,0,0,0,0.0,2.495833333333333,19.354166666666668,0.0
2021-06-08,205233.0,2021,6,1,0,0,0,0.0,2.45,20.533333333333335,0.0
2021-06-09,217071.0,2021,6,2,0,0,0,0.0,2.033333333333333,22.333333333333332,0.0
2021-06-10,215936.0,2021,6,3,0,0,0,0.0,2.5708333333333333,22.587500000000002,0.0
2021-06-11,192679.0,2021,6,4,0,0,0,0.0,2.620833333333333,22.129166666666666,0.0
2021-06-12,161142.0,2021,6,5,1,0,0,0.0,2.8208333333333333,20.029166666666665,0.0
2021-06-13,145307.0,2021,6,6,1,0,0,0.0,3.0124999999999997,21.59166666666667,0.0
2021-06-14,186734.0,2021,6,0,0,0,0,0.0,2.066666666666667,24.34166666666667,0.0
2021-06-15,213534.0,2021,6,1,0,0,0,0.0,2.1750000000000003,24.545833333333334,0.0
2021-06-16,199959.0,2021,6,2,0,0,0,0.0,2.1666666666666665,27.041666666666668,0.0
2021-06-17,175121.0,2021,6,3,0,0,0,25.299999999999997,3.0583333333333336,23.125,0.0
2021-06-18,170986.0,2021,6,4,0,0,0,2.0,3.595833333333333,22.458333333333332,0.0
2021-06-19,114573.0,2021,6,5,1,0,0,17.799999999999997,1.9333333333333333,21.129166666666666,0.0
2021-06-20,119096.0,2021,6,6,1,0,0,1.4000000000000001,2.2625,20.195833333333333,0.0
2021-06-21,176935.0,2021,6,0,0,0,0,0.2,2.716666666666667,20.525000000000002,0.0
2021-06-22,145231.0,2021,6,1,0,0,0,16.6,3.3375,16.045833333333334,0.0
2021-06-23,176386.0,2021,6,2,0,0,0,0.0,3.8791666666666664,14.6625,0.0
2021-06-24,189805.0,2021,6,3,0,0,0,0.0,2.5375,16.349999999999998,0.0
2021-06-25,154849.0,2021,6,4,0,0,0,5.300000000000001,2.1,16.920833333333334,0.0
2021-06-26,111550.0,2021,6,5,1,0,0,4.0,2.0500000000000003,18.45,0.0
2021-06-27,100609.0,2021,6,6,1,0,0,1.6,1.6708333333333334,19.962500000000002,0.0
2021-06-28,159817.0,2021,6,0,0,0,0,0.4,2.279166666666667,19.6875,0.0
2021-06-29,153638.0,2021,6,1,0,0,0,1.6,1.8541666666666667,16.279166666666665,0.0
2021-06-30,150822.0,2021,6,2,0,0,0,2.4000000000000004,3.0375,15.829166666666667,0.0
2021-07-01,195767.0,2021,7,3,0,0,0,0.0,1.9833333333333334,18.466666666666665,0.0
2021-07-02,179040.0,2021,7,4,0,0,0,0.0,1.5166666666666666,22.0625,0.0
2021-07-03,135169.0,2021,7,5,1,0,0,0.0,2.225,20.925,0.0
2021-07-04,89823.0,2021,7,6,1,0,0,7.8999999999999995,2.775,18.841666666666665,0.0
2021-07-05,145744.0,2021,7,0,0,0,0,2.0,2.5416666666666665,18.670833333333334,0.0
2021-07-06,180772.0,2021,7,1,0,1,0,0.0,4.545833333333333,19.45,0.0
2021-07-07,183693.0,2021,7,2,0,1,0,0.0,2.9125,19.029166666666665,0.0
2021-07-08,187300.0,2021,7,3,0,1,0,0.0,2.3583333333333334,19.054166666666667,0.0
2021-07-09,160076.0,2021,7,4,0,1,0,0.0,1.5958333333333332,19.175,0.0
2021-07-10,98933.0,2021,7,5,1,1,0,0.6000000000000001,1.8291666666666666,18.004166666666666,0.0
2021-07-11,109853.0,2021,7,6,1,1,0,0.0,1.6458333333333333,19.383333333333333,0.0
2021-07-12,105337.0,2021,7,0,0,1,0,5.3,2.120833333333333,18.787499999999998,0.0
2021-07-13,81009.0,2021,7,1,0,1,0,38.7,2.829166666666667,17.358333333333334,0.0
2021-07-14,89059.0,2021,7,2,0,1,1,4.8,4.633333333333334,18.0125,0.0
2021-07-15,146241.0,2021,7,3,0,1,0,0.0,4.808333333333334,20.345833333333335,0.0
2021-07-16,130331.0,2021,7,4,0,1,0,0.0,4.083333333333333,18.229166666666668,0.0
2021-07-17,115140.0,2021,7,5,1,1,0,0.0,3.358333333333333,19.645833333333332,0.0
2021-07-18,108712.0,2021,7,6,1,1,0,0.0,4.308333333333334,23.662499999999998,0.0
2021-07-19,152151.0,2021,7,0,0,1,0,0.0,3.3249999999999997,24.983333333333334,0.0
2021-07-20,173775.0,2021,7,1,0,1,0,0.0,2.725,24.233333333333334,0.0
2021-07-21,176192.0,2021,7,2,0,1,0,0.0,2.5708333333333333,24.77916666666667,0.0
2021-07-22,174223.0,2021,7,3,0,1,0,0.0,3.1875,24.420833333333334,0.0
2021-07-23,150311.0,2021,7,4,0,1,0,0.0,2.9416666666666664,24.6125,0.0
2021-07-24,117071.0,2021,7,5,1,1,0,0.2,3.0541666666666667,22.070833333333336,0.0
2021-07-25,70246.0,2021,7,6,1,1,0,6.9,3.3333333333333335,19.683333333333334,0.0
2021-07-26,106779.0,2021,7,0,0,1,0,3.4000000000000004,2.525,20.029166666666665,0.0
2021-07-27,105012.0,2021,7,1,0,1,0,8.2,2.8791666666666664,18.191666666666666,0.0
2021-07-28,145566.0,2021,7,2,0,1,0,0.0,3.4625,19.15,0.0
2021-07-29,151616.0,2021,7,3,0,1,0,0.0,2.9166666666666665,18.675,0.0
2021-07-30,127550.0,2021,7,4,0,1,0,0.0,3.7291666666666665,18.983333333333334,0.0
2021-07-31,101837.0,2021,7,5,1,1,0,0.0,3.0708333333333333,18.712500000000002,0.0
2021-08-01,93013.0,2021,8,6,1,1,0,1.4,2.5208333333333335,18.925,0.0
2021-08-02,97747.0,2021,8,0,0,1,0,6.5,1.8958333333333333,18.233333333333334,0.0
2021-08-03,105567.0,2021,8,1,0,1,0,1.4,2.25,17.154166666666665,0.0
2021-08-04,110561.0,2021,8,2,0,1,0,0.2,1.5791666666666666,17.066666666666666,0.0
2021-08-05,108399.0,2021,8,3,0,1,0,0.4,3.2291666666666665,19.224999999999998,0.0
2021-08-06,95926.0,2021,8,4,0,1,0,0.0,4.4125000000000005,19.029166666666665,0.0
2021-08-07,62280.0,2021,8,5,1,1,0,7.4,3.9,17.150000000000002,0.0
2021-08-08,77213.0,2021,8,6,1,1,0,0.0,3.6,17.608333333333334,0.0
2021-08-09,85031.0,2021,8,0,0,1,0,0.0,3.216666666666667,18.341666666666665,0.0
2021-08-10,92592.0,2021,8,1,0,1,0,3.4000000000000004,2.2333333333333334,20.408333333333335,0.0
2021-08-11,104129.0,2021,8,2,0,1,0,0.0,1.4375,21.616666666666664,0.0
2021-08-12,103048.0,2021,8,3,0,1,0,0.0,1.6333333333333335,23.925,0.0
2021-08-13,94638.0,2021,8,4,0,1,0,0.0,2.379166666666667,22.995833333333334,0.0
2021-08-14,87972.0,2021,8,5,1,1,0,0.0,1.8666666666666665,23.133333333333336,0.0
2021-08-15,79203.0,2021,8,6,1,1,1,0.0,2.65,23.583333333333332,0.0
2021-08-16,88020.0,2021,8,0,0,1,0,0.2,3.6125000000000003,18.474999999999998,0.0
2021-08-17,101227.0,2021,8,1,0,1,0,0.0,2.5416666666666665,16.712500000000002,0.0
2021-08-18,101000.0,2021,8,2,0,1,0,0.0,2.4083333333333337,18.341666666666665,0.0
2021-08-19,104755.0,2021,8,3,0,1,0,0.0,2.3208333333333333,17.775000000000002,0.0
2021-08-20,99257.0,2021,8,4,0,1,0,0.0,1.5416666666666667,19.45,0.0
2021-08-21,94344.0,2021,8,5,1,1,0,0.0,2.620833333333333,20.975,0.0
2021-08-22,83972.0,2021,8,6,1,1,0,0.0,3.391666666666666,18.958333333333332,0.0
2021-08-23,111846.0,2021,8,0,0,1,0,0.2,3.908333333333333,18.45,0.0
2021-08-24,141744.0,2021,8,1,0,1,0,0.0,4.454166666666667,19.287499999999998,0.0
2021-08-25,148449.0,2021,8,2,0,1,0,0.0,3.795833333333333,19.425,0.0
2021-08-26,139426.0,2021,8,3,0,1,0,0.0,3.85,17.383333333333333,0.0
2021-08-27,130814.0,2021,8,4,0,1,0,0.0,3.4,17.908333333333335,0.0
2021-08-28,106777.0,2021,8,5,1,1,0,0.2,3.8708333333333336,17.445833333333333,0.0
2021-08-29,97175.0,2021,8,6,1,1,0,0.0,3.475,16.745833333333334,0.0
2021-08-30,151967.0,2021,8,0,0,1,0,0.2,3.9583333333333335,18.337500000000002,0.0
2021-08-31,185251.0,2021,8,1,0,1,0,0.0,4.120833333333334,19.154166666666665,0.0
2021-09-01,191524.0,2021,9,2,0,0,0,0.0,4.491666666666666,18.004166666666666,0.0
2021-09-02,200503.0,2021,9,3,0,0,0,0.0,3.329166666666667,18.795833333333334,0.0
2021-09-03,191807.0,2021,9,4,0,0,0,0.0,1.8541666666666667,21.379166666666666,0.0
2021-09-04,140124.0,2021,9,5,1,0,0,0.0,1.7375,22.454166666666666,0.0
2021-09-05,137543.0,2021,9,6,1,0,0,1.8,1.6291666666666667,22.8,0.0
2021-09-06,197262.0,2021,9,0,0,0,0,0.0,1.8875,23.729166666666668,0.0
2021-09-07,217694.0,2021,9,1,0,0,0,0.0,2.5833333333333335,23.662499999999998,0.0
2021-09-08,208423.0,2021,9,2,0,0,0,2.4,2.2375000000000003,23.900000000000002,0.0
2021-09-09,196632.0,2021,9,3,0,0,0,0.4,2.6875,21.96666666666667,0.0
2021-09-10,168806.0,2021,9,4,0,0,0,0.6000000000000001,2.5875,20.5625,0.0
2021-09-11,152663.0,2021,9,5,1,0,0,0.0,2.379166666666667,18.533333333333335,0.0
2021-09-12,139674.0,2021,9,6,1,0,0,0.0,1.6041666666666667,18.445833333333333,0.0
2021-09-13,199178.0,2021,9,0,0,0,0,0.0,2.129166666666667,20.295833333333334,0.0
2021-09-14,145818.0,2021,9,1,0,0,0,9.0,2.275,21.016666666666666,0.0
2021-09-15,142481.0,2021,9,2,0,0,0,12.6,2.2624999999999997,19.275000000000002,0.0
2021-09-16,210130.0,2021,9,3,0,0,0,0.2,1.8958333333333333,18.304166666666667,0.0
2021-09-17,201334.0,2021,9,4,0,0,0,0.0,1.7249999999999999,17.895833333333332,0.0
2021-09-18,166244.0,2021,9,5,1,0,0,0.0,1.875,19.025000000000002,0.0
2021-09-19,180459.0,2021,9,6,1,0,0,0.8,3.1999999999999997,18.429166666666667,0.0
2021-09-20,159333.0,2021,9,0,0,0,0,11.700000000000001,2.4291666666666667,16.7375,0.0
2021-09-21,212234.0,2021,9,1,0,0,0,0.0,3.158333333333333,15.025,0.0
2021-09-22,208275.0,2021,9,2,0,0,0,0.0,1.8041666666666665,15.575000000000001,0.0
2021-09-23,219028.0,2021,9,3,0,0,0,0.0,1.8458333333333332,16.654166666666665,0.0
2021-09-24,195714.0,2021,9,4,0,0,0,0.0,1.6166666666666665,16.991666666666667,0.0
2021-09-25,164809.0,2021,9,5,1,0,0,0.2,1.5458333333333334,17.920833333333334,0.0
2021-09-26,106762.0,2021,9,6,1,0,0,12.0,2.345833333333333,17.791666666666668,0.0
2021-09-27,150489.0,2021,9,0,0,0,0,4.2,2.658333333333333,15.825000000000001,0.0
2021-09-28,204372.0,2021,9,1,0,0,0,0.2,2.3375,14.104166666666666,0.0
2021-09-29,174810.0,2021,9,2,0,0,0,1.2,3.545833333333333,13.775,0.0
2021-09-30,200119.0,2021,9,3,0,0,0,0.0,2.25,12.370833333333332,0.0
2021-10-01,140332.0,2021,10,4,0,0,0,5.2,3.3874999999999997,12.75,0.0
2021-10-02,96385.0,2021,10,5,1,0,0,6.0,4.4624999999999995,15.029166666666667,0.0
2021-10-03,72279.0,2021,10,6,1,0,0,19.400000000000002,3.9125,14.470833333333333,0.0
2021-10-04,173965.0,2021,10,0,0,0,0,0.2,3.2708333333333335,13.775,0.0
2021-10-05,143703.0,2021,10,1,0,0,0,8.7,4.254166666666666,13.3375,0.0
2021-10-06,193688.0,2021,10,2,0,0,0,0.0,3.6625,13.491666666666667,0.0
2021-10-07,199167.0,2021,10,3,0,0,0,0.2,1.7375,13.316666666666668,0.0
2021-10-08,183800.0,2021,10,4,0,0,0,0.0,2.9166666666666665,13.941666666666668,0.0
2021-10-09,151908.0,2021,10,5,1,0,0,0.2,2.279166666666667,13.529166666666667,0.0
2021-10-10,133089.0,2021,10,6,1,0,0,0.2,2.4625,12.799999999999999,0.0
2021-10-11,179799.0,2021,10,0,0,0,0,0.0,3.225,13.533333333333333,0.0
2021-10-12,196271.0,2021,10,1,0,0,0,0.0,2.4250000000000003,12.258333333333333,0.0
2021-10-13,193106.0,2021,10,2,0,0,0,0.0,2.058333333333333,11.254166666666668,0.0
2021-10-14,201183.0,2021,10,3,0,0,0,0.2,1.3375000000000001,10.979166666666666,0.0
